filenames,captions
Leo XIII.jpg,[[File:Leo XIII.jpg|thumb|upright|Pope Leo XIII rejected Anglican arguments for apostolic succession in his bull ''Apostolicae curae''.]]
Cheirotonia Presbyter 2.jpeg,"[[File:Cheirotonia Presbyter 2.jpeg|thumb|Ordination of an Orthodox priest by laying on of hands. Orthodox Christians view apostolic succession as an important, God-ordained mechanism by which the structure and teaching of the Church are perpetuated.]]"
Seaburytablet.JPG,[[File:Seaburytablet.JPG|thumb|right|Tablet dedicated to the consecration of [[Samuel Seabury (bishop)|Samuel Seabury]] as the first Anglican bishop in the Americas]]
Ärkebiskopsvigning.jpg,"[[File:Ärkebiskopsvigning.jpg|thumb|[[Nathan Söderblom]] is ordained as archbishop of the Church of Sweden, 1914.]]"
John Wesley by William Hamilton.jpg,[[File:John Wesley by William Hamilton.jpg|thumb|upright=0.9|[[John Wesley]] came to believe that ancient church and New Testament evidence did not leave the power of ordination to the priesthood in the hands of bishops but that other priests could ordain.]]
Ascorbate resonance.png,: [[File:Ascorbate resonance.png|400px]]
L-Semidehydroascorbinsäure.svg,[[File:L-Semidehydroascorbinsäure.svg|right|thumb|220px|Semidehydroascorbate acid radical]]
Dehydroascorbic_acid_2.svg,[[File:Dehydroascorbic_acid_2.svg|right|thumb|220px|Dehydroascorbic acid]]
Cruijff afscheidswedstrijd bij Ajax.jpg,"[[File:Cruijff afscheidswedstrijd bij Ajax.jpg|thumb|left|upright|[[Johan Cruyff]] played at Ajax from 1959 to 1973, and from 1981 to 1983, winning 3 European Cups; his No. 14 is the only squad number Ajax has ever retired. Cruyff came back to manage the club from 1985 to 1988.]]"
1971 Champions League Final Ajax - Panathinaikos.jpg,[[File:1971 Champions League Final Ajax - Panathinaikos.jpg|thumb|Against {{Lang|el|Panathinaikos|italic=no}} in the [[1971 European Cup Final]]]]
"Vertrek Ajax van Schiphol voor Europa Cup II wedstrijd tegen Olympiakos Piraeus, Bestanddeelnr 933-8034.jpg","[[File:Vertrek Ajax van Schiphol voor Europa Cup II wedstrijd tegen Olympiakos Piraeus, Bestanddeelnr 933-8034.jpg|thumb|Cruijff, seen here with [[Marco van Basten|van Basten]] and [[Frank Rijkaard|Rijkaard]], returned as manager in 1985.]]"
Basis Elftal Ajax 14Sep2011.jpg,"[[File:Basis Elftal Ajax 14Sep2011.jpg|thumb|300px|2011 AFC Ajax team wearing its home kit by adidas with the AEGON sponsor across the chest, ahead of its UEFA Champions League match against Olympique Lyonnais.]]"
Amsterdam ArenA 15-09-2012 02.jpg,[[File:Amsterdam ArenA 15-09-2012 02.jpg|thumb|350px|Ajax supporters]]
AFC Ajax kampioen 2010-2011.jpg,[[File:AFC Ajax kampioen 2010-2011.jpg|thumb|265px|Ajax supporters celebrating the club's 30th Dutch national championship in 2011]]
Ajaxingalgenwaard.JPG,[[File:Ajaxingalgenwaard.JPG|thumb|Supporters with [[Flag of Israel|Israeli flags]] in 2008]]
Cruyff_ajax_14.svg,"[[File:Cruyff_ajax_14.svg|thumb|100px|The iconic number 14, retired in 2007 to honor Johan Cruyff]]"
Edwin van der Sar 2015.jpg,[[File:Edwin van der Sar 2015.jpg|thumb|[[Edwin van der Sar]] was the Ajax CEO from 2016 until 2023.]]
Van 't Schip 2012.jpg,[[File:Van 't Schip 2012.jpg|thumb|Current head coach [[John van 't Schip]] previously played for the club from 1981 to 1992.]]
Ajax puchar.JPG,[[File:Ajax puchar.JPG|thumb|Several of Ajax' international trophies]]
Ajax League Performance.png,[[File:Ajax League Performance.png|280px|thumb|Historical chart of league performance]]
Arthur Eddington.jpg,"[[File:Arthur Eddington.jpg|thumb|260x260px|Plaque at 42 Walliscote Road, Weston-super-Mare]]"
"Frederick Stratton, John William Nicholson, K. Schwarzschild, Frank Watson Dyson ride in automobile.jpg","[[File:Frederick Stratton, John William Nicholson, K. Schwarzschild, Frank Watson Dyson ride in automobile.jpg|alt=Eddington are on a horse; possibly during the Fifth Conference of the International Union for Co-operation in Solar Research, held in Bonn, Germany|thumb|Eddington, right, on a horse; possibly during the Fifth Conference of the International Union for Co-operation in Solar Research, held in [[Bonn|Bonn, Germany]], 1913]]"
1919 eclipse positive.jpg,"[[File:1919 eclipse positive.jpg|260px|thumb|right|One of Eddington's photographs of the total [[solar eclipse of 29 May 1919]], presented in his 1920 paper announcing its success, confirming [[Albert Einstein|Einstein]]'s theory that light &quot;bends&quot;]]"
Minutes of Eddington talk to the Del-Squared V Club.jpg,"[[File:Minutes of Eddington talk to the Del-Squared V Club.jpg|thumb|The minute book of Cambridge ∇&lt;sup&gt;2&lt;/sup&gt;V Club for the meeting where Eddington presented his observations of the curvature of light around the Sun, confirming Einstein's theory of general relativity. They include the line &quot;A general discussion followed. The President remarked that the 83rd meeting was historic&quot;.]]"
Micromodem II in Apple II.jpg,[[File:Micromodem II in Apple II.jpg|thumb|240px|An Apple II computer with an external [[modem]] ]]
Trinity77.jpg,"[[File:Trinity77.jpg|thumb|406x406px|The three computers that ''Byte'' magazine referred to as the &quot;1977 Trinity&quot; of home computing: Commodore PET 2001, Apple II, and TRS-80 Model I]]"
Apple II advertisement Dec 1977 page 2.jpg,[[File:Apple II advertisement Dec 1977 page 2.jpg|thumb|Advertisement for Apple II (1977)]]
Su76 nn.jpg,[[File:Su76 nn.jpg|thumb|The Soviet [[SU-76]] was easily constructed in small factories incapable of producing proper tanks.]]
StuG III Ausf C-D.jpg,"[[File:StuG III Ausf C-D.jpg|thumb|left|The German [[Stug III]] assault gun, here in one of its early configurations, armed with a 75 mm [[StuK 37]] howitzer]]"
M8 HMC.JPG,[[File:M8 HMC.JPG|thumb|US [[World War II]] assault gun [[M8 Scott]]]]
ASU-85 6 Dywizji Powietrznodesantowej.jpg,[[File:ASU-85 6 Dywizji Powietrznodesantowej.jpg|thumb|left|Soviet [[ASU-85]] air-deployable assault gun]]
"US Army soldiers in a M1128 Stryker Mobile Gun System assigned to Apache Company, 1st Squadron, 2nd Cavalry Regiment in 2012.jpg","[[File:US Army soldiers in a M1128 Stryker Mobile Gun System assigned to Apache Company, 1st Squadron, 2nd Cavalry Regiment in 2012.jpg|thumb|US [[M1128 Mobile Gun System]] assault gun]]"
Tank destroyers.jpg,[[File:Tank destroyers.jpg|thumb|Two American [[M10 tank destroyer]]s in Belgium during World War II]]
"Bundesarchiv Bild 101I-782-0041-31, Nordafrika, Panzerjäger 1.jpg","[[File:Bundesarchiv Bild 101I-782-0041-31, Nordafrika, Panzerjäger 1.jpg|thumb|''[[Panzerjäger I]]'']]"
Jagdpanther2.jpg,[[File:Jagdpanther2.jpg|thumb|right|''[[Jagdpanther]]'']]
Jagdtiger 1 Bovington.jpg,[[File:Jagdtiger 1 Bovington.jpg|thumb|''[[Jagdtiger]]'']]
Semovente M42.Saumur.0008fefh.jpg,[[File:Semovente M42.Saumur.0008fefh.jpg|thumb|[[Semovente da 75/18]]]]
Type 3 Ho-Ni III.jpg,[[File:Type 3 Ho-Ni III.jpg|thumb|[[Type 3 Ho-Ni III]]]]
"SU-100 in the Military-Historical Museum of Artillery, Engineering Troops and Signal Corps. St. Petersburg.jpg","[[File:SU-100 in the Military-Historical Museum of Artillery, Engineering Troops and Signal Corps. St. Petersburg.jpg|thumb|Soviet [[SU-100]] in the [[Military Historical Museum of Artillery, Engineers and Signal Corps]]]]"
M3 75mm gun motor carriage.jpg,[[File:M3 75mm gun motor carriage.jpg|thumb|The first US tank destroyer was a 75 mm gun on a half-track chassis]]
Aberdean proving grounds 036.JPG,[[File:Aberdean proving grounds 036.JPG|right|thumb|[[M10 tank destroyer]]]]
Achilles tank destroyer on the east bank of the Rhine.jpg,[[File:Achilles tank destroyer on the east bank of the Rhine.jpg|thumb|A British Achilles self-propelled anti-tank gun on the east bank of the [[Rhine]] following [[Operation Plunder]]]]
Archer SP 17 pdr Tank Destroyer.jpg,"[[File:Archer SP 17 pdr Tank Destroyer.jpg|thumb|&quot;Self Propelled 17pdr, Valentine, Mk I, Archer&quot;. The gun faced to the rear]]"
Mareșal tank destroyer M-05 prototype.jpg,"[[File:Mareșal tank destroyer M-05 prototype.jpg|thumb|The Romanian [[Mareșal tank destroyer]], developed starting in late 1942, is proposed to have inspired the German [[Hetzer]]'s design.]]"
"Senegalese PTL-02 tank destroyer near the Gambian border, c. 2017.png","[[File:Senegalese PTL-02 tank destroyer near the Gambian border, c. 2017.png|thumb|upright|Chinese-built PTL-02 tank destroyer armed with a {{convert|100|mm|in|sp=us}} cannon, being used by the Senegalese military near the Gambian border in 2017.]]"
T 17 Staghound Armored Car (1).jpg,[[File:T 17 Staghound Armored Car (1).jpg|thumb|upright=1.2|U.S. [[T17E1 Staghound]] armored car of World War II]]
"French AMX-10 RC, Bold Alligator 2012.jpg","[[File:French AMX-10 RC, Bold Alligator 2012.jpg|thumb|upright=1.2|[[AMX-10RC]], a modern armored car of the [[French Army]]]]"
Wagenburg.jpg,"[[File:Wagenburg.jpg|thumb|upright=1.0|Hussite war wagons, 15th century]]"
Simms Motor Scout from Autocar.jpg,"[[File:Simms Motor Scout from Autocar.jpg|thumb|[[Frederick Richard Simms|F.R. Simms]]' [[Motor Scout]], built in 1898 as an armed car]]"
Simms Motor War Car 1902.jpg,"[[File:Simms Motor War Car 1902.jpg|thumb|left|[[Frederick Richard Simms|F.R. Simms]]' 1902 [[Motor War Car]], the first armored car to be built]]"
Charron Girardot Voigt 1902.jpg,[[File:Charron Girardot Voigt 1902.jpg|thumb|right|The earliest French armored car - the [[Charron-Girardot-Voigt 1902]]]]
Austro-daimler-AFV.jpg,"An  armored car known as the &lt;nowiki&gt;''Death Special''&lt;/nowiki&gt; was built at the CFI plant in [[Pueblo, Colorado|Pueblo]] and used by the Badlwin-Felts detective agency during the [[Colorado Coalfield War]]&lt;ref&gt;{{Cite web |last=Program |first=Colorado Digitization |title=Colorado Coal Field War Project |url=https://www.du.edu/ludlow/gallery2.html |access-date=2023-04-18 |website=www.du.edu |language=EN}}&lt;/ref&gt; [[File:Austro-daimler-AFV.jpg|thumb|right|Austro-Daimler four-wheel-drive Armoured Car (1904)]]"
"Minerva armored car, model 1914 near Antwerp WW1..jpg","[[File:Minerva armored car, model 1914 near Antwerp WW1..jpg|thumb|left|Belgium Minerva Armored car 1914]]"
Fordson Armoured Car Iraq.jpg,[[File:Fordson Armoured Car Iraq.jpg|thumb|left|1941: A [[Rolls-Royce Armoured Car#Variants|Fordson armoured car]] waits outside [[Baghdad]] while negotiations for an armistice take place between British officials and representatives of the [[1941 Iraqi coup d'état|Iraqi rebel government]].]]
White M3A1.jpeg,"[[File:White M3A1.jpeg|thumb|A preserved, World War 2, American [[M3 Scout Car]]]]"
RMMV Survivor R.jpg,"[[File:RMMV Survivor R.jpg|thumb|left|A modern [[RMMV Survivor R]] fitted with a battle management system, roof-mounted [[Kongsberg Gruppen|Kongsberg]] remote weapon station, a .50 machine gun, [[CBRN defense|CBRN defence]], and banks of [[Rheinmetall]] ROSY grenade launchers]]"
Munster SdKfz234 4 side (dark1).jpg,"[[File:Munster SdKfz234 4 side (dark1).jpg|thumb|A preserved, World War II, German [[Sd.Kfz. 234|Sd.Kfz. 234/4]] heavy armored car ([[German Tank Museum]], 2006)]]"
ZSU-23-4-Camp-Pendleton.jpg,[[File:ZSU-23-4-Camp-Pendleton.jpg|thumb|300px|Soviet-made [[ZSU-23-4]] in [[California]].]]
Boworadet Rebellion montage Vickers Type 76.png,[[File:Boworadet Rebellion montage Vickers Type 76.png|thumb|left|Vickers Armstrong &quot;Type 76&quot; SPAAG loaded onto a train.]]
Landsverk L-62 Anti.jpg,[[File:Landsverk L-62 Anti.jpg|thumb|Landsverk L-62 Anti-prototype in 1939.]]
Niemieckie samobieżne działo przeciwlotnicze &quot;Wirbelwind&quot; (2-426).jpg,[[File:Niemieckie samobieżne działo przeciwlotnicze &quot;Wirbelwind&quot; (2-426).jpg|thumb|left|German ''Flakpanzer IV &quot;Wirbelwind&quot;'' - a [[2 cm Flak 30/38/Flakvierling#2 cm Flakvierling 38|20 mm ''Flakvierling'']] quadmount on a [[Panzer IV]] chassis.]]
Nimród Battery 02 (cropped).jpg,[[File:Nimród Battery 02 (cropped).jpg|thumb|[[40M Nimrod]] anti-aircraft battery.]]
"Brno, Řečkovice, transportér Praga V33 II.JPG","[[File:Brno, Řečkovice, transportér Praga V33 II.JPG|thumb|Czechoslovak self-propelled anti-aircraft gun [[M53/59 Praga]] developed in the late 1950s.]]"
Gepard 1a2 overview.jpg,"[[File:Gepard 1a2 overview.jpg|thumb|[[Flakpanzer Gepard]], combining radars, fire control and two 35&amp;nbsp;mm guns in a new turret mounted on a  Leopard chassis.]]"
2008 Moscow Victory Day Parade - 9K22 Tunguska.jpg,"[[File:2008 Moscow Victory Day Parade - 9K22 Tunguska.jpg|thumb|right|Typical of more modern designs, the [[Tunguska-M1]] mounts both missiles and cannons.]]The introduction of [[jet engine]]s and the subsequent rough doubling of aircraft speeds greatly reduced the effectiveness of the SPAAG against attack aircraft.{{dubious | date=July 2014}} A typical SPAAG round might have a muzzle velocity on the order of {{convert|1000|m/s|foot/s}} and might take as long as two to three seconds to reach a target at its maximum range. An aircraft flying at {{convert|1000|km/h|mph}} is moving at a rate of about {{convert|280|m/s|foot/s}}. This means the aircraft will have moved hundreds of meters during the flight time of the shells, greatly complicating the aiming problem to the point where close passes were essentially impossible to aim using manual gunsights. This speed also allowed the aircraft to rapidly fly out of range of the guns; even if the aircraft passes directly over the SPAAG, it would be within its firing radius for under 30 seconds."
Boxer Skyranger 30 ILA-2022.jpg,[[File:Boxer Skyranger 30 ILA-2022.jpg|thumb|Skyranger 30 at ''ILA'' Berlin 2022 exhibition]]
AZ Larisa UEFA Cup0708.jpg,[[File:AZ Larisa UEFA Cup0708.jpg|thumb|right|220px|AZ versus [[Larissa F.C.|Larissa]] in a [[2007–08 UEFA Cup]] match]]
DSB-Stadion.jpg,"[[File:DSB-Stadion.jpg|250px|right|thumb|AFAS Stadion, AZ's home venue in Alkmaar. Photo includes the old roof and the old name, 'DSB Stadion'.]]"
AZ Alkmaar League Performance.png,[[File:AZ Alkmaar League Performance.png|350px|thumb|Historical chart of league performance]]
Adrenal glands.jpg,"[[File:Adrenal glands.jpg|thumb|Adrenal glands, anterior (left) and posterior (right) surface]]"
Adrenal cortex labelled.jpg,"[[File:Adrenal cortex labelled.jpg|thumb|right|Section of human adrenal gland [[histology|under the microscope]], showing its different layers. From the surface to the center: zona glomerulosa, zona fasciculata, zona reticularis, medulla. In the medulla, the central adrenomedullary vein is visible.]]"
1818 The Adrenal Glands.jpg,[[File:1818 The Adrenal Glands.jpg|thumb|center|600px|Different hormones are produced in different zones of the cortex and medulla of the gland. Light microscopy at magnification × 204.&lt;ref&gt;{{Cite web|title = OpenStax CNX|url = http://cnx.org/contents/14fb4ad7-39a1-4eee-ab6e-3ef2482e3e22@7.28:112/Anatomy-&amp;-Physiology|website = cnx.org|access-date = 2015-08-01}}&lt;/ref&gt;]]
Adrenal Steroids Pathways.svg,[[File:Adrenal Steroids Pathways.svg|thumb|right|Steroidogenesis in the adrenal glands – different steps occur in different layers of the gland]]
ACTH Negative Feedback.svg,[[File:ACTH Negative Feedback.svg|thumb|right|Negative feedback in the [[hypothalamic–pituitary–adrenal axis|HPA axis]]]]
T. Addison; On...supra-renal capsules Wellcome L0018484.jpg,[[File:T. Addison; On...supra-renal capsules Wellcome L0018484.jpg|thumb|right|Characteristic skin [[hyperpigmentation]] in [[Addison's disease]]]]
Incidences and prognoses of adrenal tumors.png,[[File:Incidences and prognoses of adrenal tumors.png|thumb|240px|Incidences and prognoses of adrenal tumors.&lt;ref&gt;Data and references for pie chart are located at [[Commons:File:Incidences and prognoses of adrenal tumors.png|file description page in Wikimedia Commons.]]&lt;/ref&gt;]]
American Media Inc. Non-Prosecution Agreement.pdf,[[File:American Media Inc. Non-Prosecution Agreement.pdf|alt=American Media Inc. Non-Prosecution Agreement|thumb|American Media Inc. Non-Prosecution Agreement]]
Syriac Aramaic.svg,[[File:Syriac Aramaic.svg|thumb|''Ārāmāyā'' in Syriac Esṭrangelā script]]
Aramaic alphabet.svg,[[File:Aramaic alphabet.svg|thumb|[[Syriac alphabet|Syriac-Aramaic alphabet]]]]
This clay tablet represents a classroom experiment; a teacher imposed a challenging writing exercise on pupils who spoke both languages. The pupils had to use traditional syllabic signs to express the sounds of the Aramaic alphabet.jpg,[[File:This clay tablet represents a classroom experiment; a teacher imposed a challenging writing exercise on pupils who spoke both languages. The pupils had to use traditional syllabic signs to express the sounds of the Aramaic alphabet.jpg|thumb|This clay tablet represents a classroom experiment; a teacher imposed a challenging writing exercise on pupils who spoke both Babylonian-Akkadian and Aramaic. The pupils had to use traditional syllabic signs to express the sounds of the Aramaic alphabet. {{Circa|500 BC}}. From Iraq]]
"Carpentras Stela, in CIS II 141 (cropped).jpg","[[File:Carpentras Stela, in CIS II 141 (cropped).jpg|thumb|The [[Carpentras Stele]] was the first [[Canaanite and Aramaic inscriptions|ancient inscription ever identified as &quot;Aramaic&quot;]]. Although it was first published in 1704, it was not identified as Aramaic until 1821, when [[Ulrich Friedrich Kopp]] complained that previous scholars had left everything &quot;to the Phoenicians and nothing to the Arameans, as if they could not have written at all&quot;.&lt;ref&gt;{{cite book|last=Kopp|first=Ulrich Friedrich|author-link=:de: Ulrich Friedrich Kopp|title=Bilder und Schriften der Vorzeit|url=https://books.google.com/books?id=Tng9AAAAYAAJ|year=1821|chapter=Semitische Paläographie: Aramäische ältere Schrift|pages=226–27}}&lt;/ref&gt;&lt;ref name=&quot;Caputo Lougovaya 2020 p. 147&quot;&gt;{{cite book | last1=Caputo | first1=C. | last2=Lougovaya | first2=J. | title=Using Ostraca in the Ancient World: New Discoveries and Methodologies | publisher=De Gruyter | series=Materiale Textkulturen | year=2020 | isbn=978-3-11-071290-2 | url=https://books.google.com/books?id=SK8HEAAAQBAJ&amp;pg=PA147 | quote= The earliest of the Aramaic finds known to us is the so-called &quot;Carpentras stele&quot;... | page=147}}&lt;/ref&gt;]]"
